GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DGO001,DG0001,DG0002,DG0003,DG0004,DG0005,DG0006,DG0007,DG0008,DG0009,DG0010,DG0011,DG0012,DG0013,DG0014,DG0015,DG0016,DG0017,DG0018,DG0019,DG1001,DG1002,DG1003,DG1004,DG1005,DG1006,DG6001,DG6002,DG6003,DG6004,DIB001,DIB002,DIB003,DIB004,DIB005,DIB006,DIB007,DIB008,DIB009,DIB010,DIB011,DIB012,DIB013,DID001,DID002,DID003,DID004,DID005,DID006,DID007,DID008,DID009,DID010,DID011,DID012,DID013,DID014,DID015,DID016,DID017,DIZ001
"G25001703537","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3537",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3537","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0",5520,13,557,80,183,16,37,498,153,12,60,68,205,62,31,20,873,2256,183,213,845,261,619,716,219,301,1610,3141,99,670,333,1054,247,183,515,0,26,384,0,65,90,21,35,140,192,175,193,185,121,110,190,113,77,83,69,56,49,41,24,41,7089
"G25001703538","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3538",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3538","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",4228,32,542,129,186,76,17,435,111,27,51,12,197,21,16,31,659,1367,143,176,629,211,467,461,82,108,1285,2239,52,652,442,1276,250,185,418,34,22,161,9,43,35,25,18,129,181,201,216,311,195,243,188,169,174,81,113,122,78,87,72,24,11252
"G25001703539","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3539",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3539","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0",5196,0,465,33,200,38,14,325,144,0,64,5,181,50,6,24,1362,1978,214,93,672,184,569,594,195,299,1089,3209,148,750,348,584,270,81,594,12,127,271,13,46,43,43,24,98,199,132,145,117,72,67,89,48,23,17,28,30,6,18,17,12,4830
"G25001703540","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3540",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3540","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0",4155,13,561,60,139,19,7,302,139,0,76,0,191,64,32,7,564,1619,168,194,702,201,568,475,122,192,1074,2562,76,443,386,1127,170,85,480,5,22,167,7,55,7,20,6,95,113,180,149,246,125,230,92,106,80,82,72,104,125,128,69,68,11577
"G25001703541","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3541",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3541","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",2857,7,631,49,150,6,20,172,142,0,39,20,122,39,6,0,293,837,145,179,459,41,263,285,58,36,855,1622,34,346,325,721,113,106,293,4,0,120,0,44,4,6,3,76,95,89,99,125,69,139,110,96,106,83,36,54,65,100,98,116,16479
"G25001703542","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3542",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3542","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0",3353,29,476,19,183,18,20,471,33,73,73,7,64,49,28,5,305,1285,103,112,651,156,491,340,159,127,1526,1321,77,429,280,848,71,100,178,58,6,47,0,52,15,5,11,31,34,47,45,52,69,43,84,79,42,55,30,135,78,133,196,205,17154
"G25001703543","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3543",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3543","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0",3507,0,198,57,107,13,0,549,754,0,18,39,14,33,21,0,431,957,123,193,385,176,162,586,252,62,2255,670,37,545,187,453,93,93,234,7,32,163,32,87,123,74,63,63,116,108,124,181,107,105,128,89,81,90,20,48,49,79,39,9,7803
"G25001703544","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3544",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3544","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0",1797,8,129,35,33,0,14,364,69,0,32,7,46,22,0,0,291,646,48,53,249,39,258,289,71,56,964,619,35,179,167,336,50,44,161,35,26,90,0,44,28,48,31,24,35,67,50,79,82,83,42,101,37,67,21,33,51,42,23,0,9368
"G25001703545","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3545",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3545","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0",2520,20,259,33,91,9,12,243,41,0,48,20,119,25,6,14,311,959,123,187,407,176,252,321,58,90,919,1240,21,340,227,764,103,105,156,16,37,59,0,36,4,5,3,48,71,81,65,80,83,125,117,39,42,40,16,73,40,87,129,66,13493
"G25001703546","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3546",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3546","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",4160,0,200,78,39,21,0,567,216,0,73,44,64,17,16,7,1161,1142,189,326,333,147,264,460,201,120,2483,999,41,637,239,633,118,124,404,0,65,179,0,195,104,62,65,68,132,166,148,145,165,147,128,226,91,95,78,117,75,31,21,10,8376
"G25001703547","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3547",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3547","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",2103,0,130,16,51,0,0,253,85,0,38,33,85,8,0,0,343,761,138,162,400,126,161,313,40,46,1116,762,23,202,152,342,76,55,272,0,42,114,7,130,56,42,24,10,72,74,94,61,116,86,64,32,57,49,37,53,12,49,32,2,8174
"G25001703548","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3548",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3548","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0",1961,0,105,79,9,5,0,387,122,31,18,16,29,20,14,7,278,719,95,27,291,112,135,474,36,64,1214,566,10,171,160,246,62,102,296,2,26,79,6,53,29,2,13,54,56,48,102,88,98,85,99,78,36,25,20,43,17,48,4,0,7601
"G25001703549","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3549",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3549","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",5018,13,193,308,28,56,0,361,204,6,11,103,55,19,7,5,1778,1444,164,263,491,401,121,758,246,60,3070,795,128,1025,134,315,122,105,545,0,58,361,23,269,220,33,65,86,310,210,180,180,150,171,111,119,83,75,79,38,40,66,30,0,5821
"G25001703550","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","055","0610","3550",,,"07",,,,,,"C",,"4",,,"State: 25 County: 017 Tract: 3550","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",2955,0,144,96,15,14,15,791,240,12,64,30,44,9,12,0,303,937,132,97,281,163,250,532,113,101,2135,536,7,277,175,270,63,182,267,12,34,136,0,114,72,39,31,83,177,118,124,89,78,125,118,88,73,38,17,69,40,19,17,13,7407
"G25001703561","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","010","0130","3561",,,"07",,,,"0130",,"C",,"E",,,"State: 25 County: 017 Tract: 3561","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0",3639,0,201,56,0,264,0,468,696,0,78,197,66,38,7,0,248,1058,148,114,452,144,124,562,243,150,2523,513,17,586,232,345,102,162,420,22,34,278,0,163,124,57,70,36,71,77,99,135,119,73,69,110,147,108,68,142,94,29,24,0,7839
"G25001703562","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","010","0130","3562",,,"07",,,,"0130",,"C",,"E",,,"State: 25 County: 017 Tract: 3562","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0",5823,8,417,129,78,293,0,1215,714,6,77,113,63,86,37,9,497,1426,192,463,538,270,229,774,241,89,3899,973,36,915,370,724,221,235,791,10,58,232,0,206,144,43,108,72,167,217,254,187,210,227,211,199,103,188,119,154,102,127,45,0,8382
"G25001703563","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","010","0130","3563",,,"07",,,,"0130",,"C",,"E",,,"State: 25 County: 017 Tract: 3563","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0",5843,6,316,47,68,176,5,1499,594,13,90,152,49,55,16,7,418,1872,130,330,575,218,283,1257,473,97,4238,850,87,668,343,515,183,230,704,14,41,364,5,295,201,60,67,67,127,127,158,181,277,259,199,199,124,133,116,158,82,125,36,0,7877
"G25001703564","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","010","0130","3564",,,"07",,,,"0130",,"C",,"E",,,"State: 25 County: 017 Tract: 3564","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","1","0",8397,14,601,128,98,209,6,1985,1152,11,92,72,41,58,67,12,629,2632,201,389,980,383,314,1876,670,146,6786,889,40,682,724,838,164,394,949,18,100,462,6,394,55,74,100,58,157,95,150,195,90,141,146,181,168,143,176,316,195,276,283,56,9411
"G25001703565","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","010","0130","3565",,,"07",,,,"0130",,"C",,"E",,,"State: 25 County: 017 Tract: 3565","0","0","1","1","0","0","0","0","0","1","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0",7560,3,517,121,123,110,0,1544,938,7,75,122,21,97,51,12,395,2367,434,623,793,374,370,1438,513,113,5643,1195,55,667,472,598,287,444,991,0,95,353,36,286,147,118,93,44,195,254,136,134,194,161,169,224,129,215,171,254,145,242,81,18,8242
"G25001703566","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","010","0130","3566",,,"07",,,,"0130",,"C",,"E",,,"State: 25 County: 017 Tract: 3566","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","1","0",9147,38,654,113,138,315,9,1949,709,17,83,70,124,127,68,5,634,3234,402,458,1231,551,534,1909,591,227,6599,1600,40,908,737,1007,295,374,1085,12,65,483,47,319,201,110,93,97,159,213,204,220,227,229,276,317,159,216,200,326,196,259,190,33,9197
"G25001703567","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","010","0130","3567",,,"07",,,,"0130",,"C",,"E",,,"State: 25 County: 017 Tract: 3567","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0",7810,5,727,91,138,151,25,1660,726,13,118,105,129,159,53,0,572,2185,297,656,1088,362,359,1199,300,150,5243,1705,12,850,666,1197,188,278,831,9,37,314,30,268,147,45,51,83,216,156,135,159,224,179,220,260,135,164,140,302,148,288,255,55,10225
"G25001703571","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","035","0350","3571",,,"07",,,,"0350",,"C",,"E",,,"State: 25 County: 017 Tract: 3571","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0",4390,12,458,56,118,142,7,749,465,6,40,11,205,38,45,0,512,1025,304,197,506,72,254,511,112,40,3011,783,26,570,349,703,104,208,279,7,25,109,9,120,25,4,65,20,45,82,108,105,101,82,66,122,76,39,71,101,147,149,192,134,12723
"G25001703572","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","035","0350","3572",,,"07",,,,"0350",,"C",,"E",,,"State: 25 County: 017 Tract: 3572","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0",3366,0,294,55,114,70,6,652,455,6,46,19,80,40,15,0,305,938,189,82,512,105,226,423,137,12,2195,746,6,419,210,578,79,134,272,15,23,127,6,105,42,19,31,7,44,40,60,71,71,50,65,52,40,35,35,69,83,127,207,53,11250
"G25001703573","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","035","0350","3573",,,"07",,,,"0350",,"C",,"E",,,"State: 25 County: 017 Tract: 3573","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0",2996,0,236,26,96,58,0,442,411,18,22,16,85,16,42,12,327,1028,78,83,374,80,274,516,196,115,2039,635,12,310,249,521,69,179,372,5,25,74,0,84,40,32,9,28,55,35,103,98,44,77,127,118,93,46,95,133,80,63,52,16,9877
"G25001703574","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","035","0350","3574",,,"07",,,,"0350",,"C",,"E",,,"State: 25 County: 017 Tract: 3574","0","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0",2603,0,194,33,41,75,0,605,166,0,27,0,80,12,6,0,445,749,107,63,224,81,191,301,120,124,1668,630,0,305,181,387,74,166,253,0,20,108,0,88,23,5,26,6,30,40,58,50,33,46,31,69,77,57,58,100,121,86,58,17,10291
"G25001703575","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","035","0350","3575",,,"07",,,,"0350",,"C",,"E",,,"State: 25 County: 017 Tract: 3575","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2223,5,247,6,54,37,0,378,314,0,6,0,54,44,18,0,290,607,132,31,266,105,105,278,134,45,1391,482,23,327,127,282,119,85,259,0,11,97,7,111,25,14,7,7,62,54,30,57,69,58,47,95,93,65,70,56,38,38,42,16,9496
"G25001703576","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","035","0350","3576",,,"07",,,,"0350",,"C",,"E",,,"State: 25 County: 017 Tract: 3576","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2757,6,122,81,19,104,0,389,689,0,106,11,23,42,43,0,123,799,111,89,339,107,157,362,219,72,1928,450,6,373,175,372,47,136,327,8,29,138,0,122,67,19,27,5,65,48,73,81,76,129,87,81,48,75,40,69,64,39,23,14,7924
"G25001703577","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","035","0350","3577",,,"07",,,,"0350",,"C",,"E",,,"State: 25 County: 017 Tract: 3577","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",3715,35,421,78,71,86,0,551,449,5,5,0,66,48,21,0,384,1310,88,97,550,150,229,631,232,91,2308,847,31,529,247,398,30,246,380,6,36,182,6,127,65,18,28,32,158,79,117,111,89,86,106,93,67,115,65,111,45,101,33,16,8317
"G25001703578","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","035","0350","3578",,,"07",,,,"0350",,"C",,"E",,,"State: 25 County: 017 Tract: 3578","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0",4050,0,528,61,95,92,14,672,382,5,57,11,51,36,39,0,428,1155,288,136,578,113,261,547,128,56,2870,818,22,340,396,652,37,252,278,25,18,109,0,74,61,5,47,4,43,30,36,41,21,127,85,78,66,62,43,64,106,118,208,263,16280
"G25001703581","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","115","2120","3581",,,"07",,,,"2120",,"C",,"E",,,"State: 25 County: 017 Tract: 3581","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0",5291,78,457,72,136,42,16,693,345,5,43,23,164,86,64,13,488,1858,191,517,720,244,424,683,275,172,3031,1644,40,576,467,904,124,296,401,12,31,188,31,181,45,67,55,20,44,41,40,85,104,75,65,116,82,141,109,134,120,258,291,112,12891
"G25001703582","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","115","2120","3582",,,"07",,,,"2120",,"C",,"E",,,"State: 25 County: 017 Tract: 3582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G25001703583","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","115","2120","3583",,,"07",,,,"2120",,"C",,"E",,,"State: 25 County: 017 Tract: 3583","0","0","1","0","1","1","0","0","0","1","0","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0",3626,0,336,6,80,50,0,431,359,13,73,33,146,44,55,29,337,1091,146,397,509,135,239,484,234,78,2377,903,35,311,299,663,74,151,324,12,28,127,13,63,69,32,5,20,27,24,39,30,55,73,38,57,51,112,53,128,89,192,163,46,11582
"G25001703584","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","115","2120","3584",,,"07",,,,"2120",,"C",,"E",,,"State: 25 County: 017 Tract: 3584","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",4929,0,678,148,127,11,67,559,340,38,41,10,153,71,85,11,388,1445,324,433,669,146,328,589,175,190,3147,1309,47,426,469,890,84,207,379,0,19,112,6,135,29,45,24,15,52,77,74,87,66,34,74,70,71,102,77,113,123,248,269,101,11884
"G25001703585","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","115","2120","3585",,,"07",,,,"2120",,"C",,"E",,,"State: 25 County: 017 Tract: 3585","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",4531,32,322,38,47,33,16,513,446,44,115,29,218,19,15,5,452,1423,470,294,438,217,246,576,248,220,3110,862,44,515,319,748,88,205,371,9,26,120,19,233,45,48,52,37,13,22,56,31,44,66,44,94,79,96,67,141,132,202,154,90,11014
"G25001703586","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","115","2120","3586",,,"07",,,,"2120",,"C",,"E",,,"State: 25 County: 017 Tract: 3586","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0",5834,9,665,33,199,36,27,756,279,34,108,36,125,41,28,13,472,2473,198,302,1141,338,642,1251,303,118,3577,1678,39,540,619,908,149,327,523,6,28,234,6,169,18,61,73,58,94,85,38,63,61,125,106,120,60,108,82,195,218,245,264,68,11319
"G25001703587","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","115","2120","3587",,,"07",,,,"2120",,"C",,"E",,,"State: 25 County: 017 Tract: 3587","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0",5268,7,655,80,145,50,30,560,233,6,61,11,206,74,41,5,493,1785,441,385,828,181,550,567,193,163,3038,1715,62,453,551,839,161,340,361,18,16,98,30,216,88,33,35,5,19,39,52,56,44,32,50,143,30,115,67,129,165,288,286,193,13836
"G25001703591","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","030",,"3591",,,"07",,,,"0310",,"C",,,,,"State: 25 County: 017 Tract: 3591","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0",5028,12,464,42,144,21,0,545,478,31,33,28,78,50,44,50,506,1837,362,303,816,323,422,858,236,98,3268,1197,26,537,461,648,135,256,390,17,27,211,9,255,126,16,39,28,129,38,38,41,56,99,56,84,82,94,111,181,91,233,204,41,10167
"G25001703592","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","030",,"3592",,,"07",,,,"0310",,"C",,,,,"State: 25 County: 017 Tract: 3592","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",890,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,876,0,0,0,0,0,0,609,183,0,98,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3141
"G25001703593","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","030",,"3593",,,"07",,,,"0310",,"C",,,,,"State: 25 County: 017 Tract: 3593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0",7149,34,685,140,177,12,13,807,301,39,53,17,81,67,60,0,753,3044,308,558,1542,620,839,1417,412,240,4353,2353,51,392,513,866,223,325,670,21,68,372,19,324,141,57,103,50,45,60,80,125,99,87,83,153,145,99,144,263,229,282,180,27,9154
"G25001703601","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","120",,"3601",,,"07",,,,"2140",,"C",,,,,"State: 25 County: 017 Tract: 3601","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0",2471,0,118,28,78,0,30,127,29,6,98,0,0,19,0,0,393,1020,83,442,441,197,322,415,53,147,409,1781,155,126,15,25,28,61,169,0,0,75,0,21,30,5,18,4,6,36,45,71,90,97,80,56,39,21,17,16,17,22,5,10,5159
"G25001703602","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","120",,"3602",,,"07",,,,"2140",,"C",,,,,"State: 25 County: 017 Tract: 3602","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1","1","0","0","0","0",4627,25,870,33,133,107,16,279,126,0,106,14,116,29,29,12,422,1762,242,306,1099,338,586,563,112,64,2432,1661,96,438,544,927,69,238,257,12,21,115,18,123,53,7,29,22,41,32,55,31,32,85,73,51,44,58,50,134,128,222,334,271,17149
"G25001703611","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","070",,"3611",,,"07",,,,"0840",,"C",,,,,"State: 25 County: 017 Tract: 3611","0","1","1","0","1","1","0","0","1","1","0","1","0","1","0","0","1","0","1","1","0","1","1","0","0","1","0",5609,14,974,77,103,16,0,635,200,16,68,6,36,74,55,0,301,2320,217,497,1216,266,655,1055,205,87,3273,1883,65,388,535,891,118,318,450,23,55,291,20,128,57,56,6,46,90,51,79,47,63,69,58,71,141,133,77,162,114,230,240,181,12328
"G25001703612","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","070",,"3612",,,"07",,,,"0840",,"C",,,,,"State: 25 County: 017 Tract: 3612","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0",5166,12,587,64,84,7,0,537,330,44,17,7,70,32,69,40,203,2138,296,629,1089,386,560,1103,239,76,3171,1802,23,170,415,659,68,205,314,35,27,233,0,215,41,22,37,21,37,44,47,83,43,59,52,116,75,96,64,149,143,212,149,99,11013
"G25001703613","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","070","9999","3613",,,"07",,,,"0840",,"C",,"9",,,"State: 25 County: 017 Tract: 3613","0","0","0","1","1","0","0","0","0","0","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0",5518,15,1072,47,143,12,4,416,218,37,67,17,53,53,85,0,181,2199,504,395,1243,209,514,916,238,112,3311,1881,66,260,566,837,123,322,350,58,28,230,31,145,57,48,37,51,78,47,51,67,65,48,96,87,98,92,78,140,163,210,309,171,13109
"G25001703621","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","060",,"3621",,,"07",,,,"0630",,"C",,,,,"State: 25 County: 017 Tract: 3621","0","0","1","0","1","1","0","0","0","1","0","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0",3306,0,667,40,153,7,10,137,84,23,61,0,18,31,10,0,160,1424,270,211,755,188,421,501,163,94,1689,1335,30,252,380,537,95,148,173,24,10,87,26,72,23,25,13,10,13,11,15,26,10,39,23,43,17,41,44,117,151,198,217,53,12785
"G2500170363101","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","005",,"363101",,,"07",,,,"0020",,"C",,,,,"State: 25 County: 017 Tract: 3631.01","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0",8133,37,776,162,277,37,21,713,410,97,68,15,100,85,41,12,436,4135,323,388,2172,631,1129,1723,436,330,4390,3062,74,607,836,1076,211,409,517,12,75,238,0,261,209,63,67,23,67,99,62,97,71,162,138,128,189,124,84,229,269,377,367,75,10470
"G2500170363102","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","005",,"363102",,,"07",,,,"0020",,"C",,,,,"State: 25 County: 017 Tract: 3631.02","0","0","1","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0",3265,25,430,80,117,45,0,292,78,7,49,14,29,45,76,0,260,1321,183,214,656,215,409,532,82,64,1557,1380,28,300,296,634,160,163,270,21,12,168,4,92,76,9,21,12,52,48,68,97,134,138,101,108,126,86,70,125,70,89,105,28,11819
"G2500170363201","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","005",,"363201",,,"07",,,,"0020",,"C",,,,,"State: 25 County: 017 Tract: 3632.01","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0",2792,4,389,87,146,0,7,209,134,7,4,21,13,11,25,0,176,1329,60,170,717,255,342,626,161,30,1476,1077,39,200,274,319,61,149,269,0,4,61,42,169,51,21,22,17,20,18,26,4,31,64,45,41,59,68,55,82,76,134,95,17,9863
"G2500170363202","1980","S","1","1","Massachusetts","25","1120","Middlesex","017","005",,"363202",,,"07",,,,"0020",,"C",,,,,"State: 25 County: 017 Tract: 3632.02","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0",3354,14,493,83,138,41,0,253,95,5,28,5,12,68,32,0,204,1507,205,171,707,324,442,768,75,83,1922,1187,21,224,313,387,29,230,300,11,10,152,11,111,65,31,38,5,16,19,47,36,58,33,56,67,40,96,54,146,155,103,122,16,9934
"G25001703641","1980","S","1","1","Massachusetts","25",,"Middlesex","017","145","2370","3641",,,,,,,"2370",,"C",,"E",,,"State: 25 County: 017 Tract: 3641","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0",9590,14,868,267,199,11,7,1053,946,13,375,64,98,91,93,5,1111,3751,252,372,1325,726,660,1968,859,434,6919,1650,129,892,429,643,321,268,940,24,77,499,29,697,653,148,137,45,235,230,219,335,224,181,265,350,252,215,205,295,198,158,78,5,7614
