GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DGO001,DG0001,DG0002,DG0003,DG0004,DG0005,DG0006,DG0007,DG0008,DG0009,DG0010,DG0011,DG0012,DG0013,DG0014,DG0015,DG0016,DG0017,DG0018,DG0019,DG1001,DG1002,DG1003,DG1004,DG1005,DG1006,DG6001,DG6002,DG6003,DG6004,DIB001,DIB002,DIB003,DIB004,DIB005,DIB006,DIB007,DIB008,DIB009,DIB010,DIB011,DIB012,DIB013,DID001,DID002,DID003,DID004,DID005,DID006,DID007,DID008,DID009,DID010,DID011,DID012,DID013,DID014,DID015,DID016,DID017,DIZ001
"G2500250101101","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","101101",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1011.01","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3011,0,10,42,0,0,0,0,0,0,0,0,6,0,0,0,2241,20,45,647,0,0,0,5,0,0,1667,916,23,405,69,33,44,77,407,0,26,281,32,188,147,71,47,32,94,66,64,111,85,86,53,65,12,30,54,107,44,23,23,8,6454
"G2500250101102","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","101102",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1011.02","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0",4193,0,21,39,0,0,0,0,0,0,0,0,10,0,0,0,3318,243,25,537,60,46,7,0,0,0,1957,1270,113,853,74,100,87,97,310,5,77,424,0,99,190,45,62,158,167,170,115,125,123,126,43,62,80,38,34,64,0,0,0,0,3883
"G2500250110101","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","110101",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1101.01","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",305,0,5,0,0,0,0,13,19,0,0,0,0,0,0,0,74,20,174,0,10,10,5,5,10,0,286,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788
"G2500250110102","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","110102",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1101.02","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4944,0,195,50,84,103,8,1106,317,0,37,28,28,59,0,34,1057,1257,165,416,439,297,135,760,201,37,3255,654,130,905,170,286,163,137,542,0,58,354,18,201,209,47,84,53,199,130,205,197,220,129,57,124,64,116,31,87,74,41,13,8,5990
"G25002501102","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1102",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1102","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1744,32,42,13,44,13,7,371,267,0,7,0,96,35,0,34,157,336,170,120,136,37,88,215,113,52,1311,172,21,240,33,57,27,81,178,0,14,80,8,67,65,39,37,42,148,93,114,86,36,56,41,40,24,36,16,34,24,8,6,0,6169
"G25002501103","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1103",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2163,0,106,37,39,18,0,571,341,0,26,14,19,6,6,0,144,653,69,114,168,85,128,396,87,38,1754,164,24,221,65,153,37,116,193,0,23,129,13,140,58,43,6,5,66,72,85,70,56,71,37,85,54,35,37,80,16,41,9,0,6953
"G2500250110401","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","110401",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1104.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",3206,0,214,32,45,111,0,765,231,0,14,7,12,25,21,25,627,815,133,129,219,93,153,485,173,19,2328,261,76,541,69,97,50,173,357,6,60,195,6,188,71,45,56,18,194,139,88,121,50,44,74,91,47,56,37,83,33,27,42,0,6060
"G2500250110402","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","110402",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1104.02","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0",4234,5,115,18,86,184,14,1292,657,0,85,8,32,13,13,34,283,1145,66,184,335,90,252,625,303,103,3177,352,37,668,97,305,69,186,403,13,120,289,5,227,141,52,62,34,192,102,127,124,94,73,97,102,77,95,86,91,62,73,44,6,7067
"G2500250110501","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","110501",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1105.01","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0",3865,19,89,35,62,301,4,1360,514,7,68,10,11,38,0,31,234,892,133,57,187,114,83,492,250,71,2831,285,6,743,182,211,82,184,403,0,79,275,0,142,131,48,93,29,87,58,100,79,75,91,137,151,72,111,42,86,93,73,21,12,7605
"G2500250110502","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","110502",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1105.02","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0",3971,0,117,46,97,547,7,726,785,0,28,20,8,36,27,0,296,890,162,179,378,176,119,641,223,10,2712,374,0,885,119,173,53,109,443,6,30,305,0,313,104,60,73,55,183,132,100,128,107,102,126,81,110,98,37,56,54,65,27,0,6419
"G2500250110601","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","110601",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1106.01","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0",2556,0,64,18,48,123,0,1079,146,22,55,0,95,24,0,37,69,458,197,121,131,55,142,319,95,0,1954,318,7,277,200,234,71,105,441,7,26,113,0,105,23,27,59,16,55,53,47,17,39,62,62,69,122,39,34,96,32,68,84,16,9446
"G2500250110602","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","110602",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1106.02","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0",6241,4,171,73,111,315,0,2019,501,11,111,0,335,29,29,6,564,1256,493,213,390,232,271,808,236,51,4424,392,17,1408,208,443,129,155,783,11,73,375,14,249,126,65,101,55,139,126,163,160,127,124,184,151,110,148,89,144,136,80,54,8,7077
"G25002501201","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1201",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1201","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0",6452,13,277,77,193,118,8,1739,463,6,57,58,51,32,18,0,713,1734,233,662,589,210,453,1027,220,100,4179,1326,59,888,343,982,128,201,723,26,60,330,20,196,88,73,65,35,210,216,129,141,153,183,89,179,158,162,119,193,119,94,144,106,9824
"G25002501202","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1202",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1202","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",3432,0,128,31,39,0,15,456,186,0,22,40,47,31,7,20,1024,765,143,478,170,167,112,439,204,66,2020,662,291,459,105,269,34,75,405,5,7,267,14,139,109,48,61,69,133,181,173,188,118,135,137,52,40,32,30,70,5,8,4,0,5433
"G25002501203","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1203",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1203","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0",5154,6,196,62,59,43,6,475,119,5,57,99,6,39,16,18,2199,797,112,840,198,105,171,380,84,108,2544,870,525,1215,132,214,78,107,387,14,67,387,24,162,224,88,87,63,232,187,177,147,124,126,86,104,68,50,45,24,49,54,21,14,4880
"G25002501204","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1204",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6029,7,378,96,161,172,15,1065,185,6,71,6,78,91,12,13,1165,1681,250,577,539,202,467,748,110,117,3004,1659,91,1275,292,764,148,207,532,28,59,440,0,195,114,41,103,115,339,202,186,237,192,196,152,145,96,144,39,89,85,71,28,8,6438
"G25002501205","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1205",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2190,6,173,0,14,11,6,146,71,0,0,0,0,6,0,0,1368,270,19,100,103,61,127,128,17,0,737,320,405,728,23,128,44,42,189,15,16,195,0,94,98,16,74,27,151,99,71,45,55,28,23,65,16,36,12,28,16,41,5,0,4771
"G25002501206","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1206",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1206","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0",2588,11,118,20,71,184,18,336,140,0,0,0,34,17,15,0,746,642,92,144,159,56,271,209,50,55,1341,512,184,551,97,312,55,48,246,6,6,205,0,99,134,33,38,58,80,117,50,102,83,79,73,40,60,52,43,52,31,31,0,8,6311
"G25002501207","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1207",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2142,0,57,24,43,105,5,290,84,0,23,0,52,20,0,41,839,372,133,54,139,91,116,157,36,29,885,448,416,393,135,279,42,50,168,3,10,106,0,37,41,12,12,46,85,136,69,60,80,94,59,55,48,55,11,51,0,18,36,20,8337
"G25002501301","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1301",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1301","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6509,30,215,18,156,148,6,1998,332,0,101,9,233,82,20,96,363,1547,691,464,405,192,390,924,239,121,4883,860,13,753,477,615,147,364,762,6,98,297,24,255,53,102,79,49,131,192,161,159,219,196,203,199,171,139,123,226,166,136,111,12,8823
"G25002501302","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1302",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1302","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",5160,0,297,22,92,113,4,2104,279,13,73,0,20,24,35,6,379,1247,271,181,394,196,251,832,175,119,3990,478,19,673,316,489,113,194,624,16,89,238,0,212,36,44,82,11,116,92,141,153,118,95,120,118,110,126,95,211,110,114,56,18,7958
"G25002501303","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1303",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1303","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0",5075,0,78,29,68,196,0,2178,369,0,105,29,18,66,21,0,330,1214,192,182,382,120,150,937,220,79,4086,483,0,506,397,559,59,278,522,0,86,204,7,191,86,67,54,36,69,85,123,113,99,102,149,97,76,85,79,217,111,156,102,32,8852
"G2500250130401","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","130401",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1304.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6643,0,276,28,133,56,12,1490,552,8,184,26,365,70,26,19,761,1625,582,430,613,180,200,1009,228,158,5047,624,21,951,330,332,93,299,765,7,109,383,7,200,127,117,94,122,524,291,215,290,165,274,181,127,148,161,86,122,121,108,55,6,7350
"G2500250130402","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","130402",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1304.02","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0",5406,10,176,135,84,102,5,1981,440,13,102,5,13,90,90,0,360,1228,233,339,377,155,183,870,222,39,4340,404,6,656,279,394,75,196,773,10,149,290,0,293,94,121,99,44,199,142,196,174,150,142,133,129,98,136,76,167,120,126,52,12,8070
"G2500250140101","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","140101",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1401.01","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7991,35,242,137,137,58,0,1898,1004,7,251,11,33,88,39,28,792,2257,556,418,712,383,399,1387,609,118,6514,689,151,637,319,318,106,302,924,11,179,472,6,360,268,129,208,118,484,289,200,234,171,198,202,145,129,125,79,245,126,92,70,0,6242
"G2500250140102","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","140102",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1401.02","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",4158,0,114,29,68,63,0,723,911,0,118,15,56,40,14,8,295,1154,322,228,277,243,205,677,468,91,3251,412,6,489,183,227,72,140,483,4,63,193,18,215,221,76,82,7,68,110,102,124,79,127,131,106,103,99,83,120,39,65,20,0,6629
"G25002501402","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1402",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1402","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",7949,0,280,117,67,37,11,2209,1305,0,204,22,131,109,24,29,309,2312,393,390,629,349,433,1584,669,153,6750,402,6,791,424,268,121,310,1029,0,189,440,18,430,282,112,165,101,181,195,190,268,255,251,201,202,225,146,137,125,138,125,69,22,7232
"G25002501403","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1403",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1403","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0",5030,0,225,50,48,30,0,810,759,5,136,14,36,96,23,13,785,1601,146,253,581,288,163,966,297,39,3816,549,31,634,224,221,75,125,592,0,80,402,0,268,160,117,109,85,244,147,162,242,152,87,101,146,108,81,96,105,30,83,33,0,6419
"G25002501404","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1404",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1404","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7409,6,149,63,156,108,11,1315,441,9,101,9,34,54,39,48,2842,1174,378,472,318,231,111,749,256,59,4674,1224,92,1419,253,240,169,248,861,0,107,505,5,415,306,183,101,122,256,204,183,178,227,238,148,204,142,166,119,134,91,87,26,14,6300
"G25002501501","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","005","0440","1501",,,"07",,,,,,"C",,"3",,,"State: 25 County: 025 Tract: 1501","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,262,193,0,44,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3549
"G25002501601","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","010","0700","1601",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0",5030,0,188,65,73,0,0,462,535,5,319,140,155,19,0,5,993,1356,348,367,471,255,132,667,349,194,3739,310,371,610,77,86,28,134,411,15,82,187,6,284,247,127,70,75,313,200,161,203,164,125,145,121,66,33,38,26,46,10,7,0,4743
"G25002501602","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","010","0700","1602",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1602","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3181,0,99,41,63,11,0,257,333,0,298,4,64,4,0,0,992,577,129,309,100,99,137,258,212,117,1975,336,563,307,71,56,26,103,190,8,36,168,11,91,156,38,136,72,302,126,125,120,121,85,117,41,29,38,12,0,24,6,0,0,4282
"G25002501603","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","010","0700","1603",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G25002501604","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","010","0700","1604",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",2259,0,59,20,19,0,0,97,87,0,350,80,14,7,0,0,1052,284,30,160,68,33,70,91,98,118,1278,253,439,289,30,24,11,77,98,13,15,51,0,107,211,37,68,128,160,116,97,70,47,56,6,19,17,26,8,7,34,6,9,0,4066
"G25002501605","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","010","0700","1605",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1605","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7767,13,304,455,110,34,0,603,1086,14,464,68,208,123,16,37,1296,1830,523,583,417,550,236,1120,467,258,5739,554,259,1215,188,230,102,169,738,11,110,336,5,383,477,164,185,162,622,474,331,308,222,181,207,182,151,75,51,96,64,36,32,7,5335
"G25002501606","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","010","0700","1606",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1606","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0",6829,0,365,138,36,53,0,911,1558,0,517,12,287,36,12,28,345,1717,490,324,481,376,123,906,637,340,5727,359,17,726,267,276,106,291,841,10,86,364,15,371,302,85,162,77,427,191,193,261,186,139,148,227,169,126,92,175,116,85,56,0,6914
"G25002501607","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","010","0700","1607",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1607","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1",365,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,266,31,0,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4758
"G25002501701","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","015","3510","1701",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1701","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0",6486,6,163,44,40,15,0,753,2992,0,103,26,77,39,0,7,200,1394,277,350,449,239,109,844,576,118,5528,370,38,550,406,305,91,339,804,0,67,324,15,336,297,116,116,118,155,153,130,172,201,212,143,133,169,134,194,174,73,104,56,10,7287
"G25002501702","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","015","3510","1702",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1702","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","1","0","0","1","0","0",4360,14,116,53,23,29,0,419,2132,0,16,35,19,15,0,0,105,961,110,313,266,197,104,561,546,61,3868,182,19,291,139,126,43,203,519,0,59,224,14,204,80,54,55,28,264,133,126,124,82,54,86,153,78,40,78,136,80,29,19,0,5871
"G25002501703","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","015","3510","1703",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1703","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0",6708,5,226,105,35,29,7,364,3656,6,47,13,14,35,0,16,162,1300,280,408,381,253,106,575,762,71,5575,306,30,797,278,257,95,317,838,7,95,356,6,435,263,119,131,42,149,139,154,183,181,176,216,175,160,151,111,167,132,83,58,6,6944
"G25002501704","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","015","3510","1704",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1704","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","1","0","0","0","0","1","1","0",4544,0,144,70,12,7,8,207,2636,11,31,18,30,29,0,0,135,873,56,277,268,213,116,436,437,26,3712,352,5,475,194,214,65,292,502,8,89,229,7,256,179,92,129,49,137,175,203,125,173,176,112,162,119,119,20,83,31,66,35,0,6834
"G25002501705","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","015","3510","1705",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1705","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",4345,6,228,131,64,40,0,478,977,14,145,5,281,19,23,23,143,914,339,515,384,186,113,525,238,66,3528,379,11,427,149,213,57,217,444,0,83,220,9,171,67,109,60,89,295,267,172,197,135,124,126,105,73,89,52,103,57,34,9,5,6729
"G25002501706","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","015","3510","1706",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1706","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0",4682,22,192,95,11,18,0,648,1732,7,17,5,54,25,11,6,169,1223,214,233,350,217,134,723,527,130,4025,206,10,441,169,107,62,213,669,0,65,310,10,269,128,80,35,44,205,155,171,126,125,143,144,149,63,129,72,131,49,66,13,0,6630
"G25002501707","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","015","3510","1707",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1707","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0",6556,0,326,124,75,23,11,573,1089,0,148,58,517,37,23,0,412,1733,637,770,655,405,180,758,599,186,5271,624,27,634,225,219,106,225,652,0,61,393,5,335,185,145,116,149,549,326,259,295,190,209,137,163,168,121,74,76,86,31,32,9,6267
"G25002501708","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","015","3510","1708",,,"07",,,,,,"C",,"4",,,"State: 25 County: 025 Tract: 1708","0","0","1","0","1","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0",4742,0,338,70,42,23,0,644,1446,0,49,18,108,80,12,0,162,1253,188,309,431,347,138,716,442,97,3956,391,8,387,156,169,66,296,559,8,51,304,17,306,163,138,113,134,185,168,206,189,106,157,165,157,128,61,104,45,48,47,24,0,6472
"G25002501801","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","020","5000","1801",,,"07",,,,"5000",,"C",,"E",,,"State: 25 County: 025 Tract: 1801","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4660,12,322,64,127,86,13,715,776,13,38,34,249,63,12,7,197,1243,435,254,422,240,276,701,261,86,3425,837,0,398,352,308,108,194,657,0,38,271,6,234,79,85,44,54,306,159,98,103,101,116,173,173,93,84,91,145,99,108,82,12,8702
"G25002501802","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","020","5000","1802",,,"07",,,,"5000",,"C",,"E",,,"State: 25 County: 025 Tract: 1802","0","0","0","1","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0",4511,0,182,46,97,68,0,939,916,19,54,15,19,40,14,17,161,1376,210,338,547,361,189,899,407,58,3834,436,24,217,311,203,76,241,599,0,86,221,6,227,110,93,15,67,95,113,122,148,128,123,121,107,151,98,54,125,57,82,49,5,7326
"G25002501803","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","020","5000","1803",,,"07",,,,"5000",,"C",,"E",,,"State: 25 County: 025 Tract: 1803","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3777,0,254,43,4,82,4,797,635,0,26,0,35,36,0,10,48,1208,176,419,578,187,146,760,371,45,3267,336,0,174,208,276,44,238,552,0,38,181,0,109,92,65,79,11,73,64,47,58,84,85,95,70,104,86,51,121,89,92,53,15,7920
"G25002501804","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","020","5000","1804",,,"07",,,,"5000",,"C",,"E",,,"State: 25 County: 025 Tract: 1804","0","1","1","0","0","1","0","0","1","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0",1951,0,78,11,23,0,0,327,452,0,0,8,61,5,29,0,72,619,151,115,215,81,68,393,157,16,1647,201,8,95,134,127,55,125,246,0,37,69,0,105,25,17,43,27,72,62,82,28,54,38,84,41,47,52,5,101,21,49,23,0,8061
"G25002501805","1980","S","1","1","Massachusetts","25","1120","Suffolk","025","020","5000","1805",,,"07",,,,"5000",,"C",,"E",,,"State: 25 County: 025 Tract: 1805","0","0","1","1","1","1","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0",4395,0,316,46,46,15,0,699,703,25,66,13,179,68,15,11,174,1448,242,329,461,171,173,792,434,88,3591,512,0,292,276,324,94,222,584,0,79,316,18,226,34,86,89,87,123,86,132,188,182,184,105,152,90,70,37,88,89,76,27,25,7700
